"CMTE_ID","CMTE_NM","TRES_NM","CMTE_ST1","CMTE_ST2","CMTE_CITY","CMTE_ST","CMTE_ZIP","CMTE_DSGN","CMTE_TP","CMTE_PTY_AFFILIATION","CMTE_FILING_FREQ","ORG_TP","CONNECTED_ORG_NM","CAND_ID","robin_id","display_name","group","type","id","dataset","dataset_id"
"C00005561","DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA","GARCIA, FRAN","201 S. MONROE","STE. 301","TALLAHASSEE","FL","32301","U","Y","DEM","M","","DOLLARS FOR DEMOCRATS","","1583200173263635602","DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA","DEM","Committee","C00005561","fec","C00005561"
"C00005660","AMERICAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS POLITICAL ACTION COMMITTEE","LOWE, MATTHEW","9700 WEST BRYN MAWR AVE.","","ROSEMONT","IL","60018","B","Q","UNK","M","M","AMERICAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS","","158320017326327961","AMERICAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS POLITICAL ACTION COMMITTEE","UNK","Committee","C00005660","fec","C00005660"
"C00005785","WYOMING REPUBLICAN PARTY, INC.","CHAMBERLAIN, DOUG","1714 CAPITOL AVE","","CHEYENNE","WY","82001","U","Y","REP","M","","NONE","","1583200173263123340","WYOMING REPUBLICAN PARTY, INC.","REP","Committee","C00005785","fec","C00005785"
"C00005801","6TH CONGRESSIONAL DISTRICT REPUBLICAN FEDERAL COMMITTEE","MOSER, DONNA K","1063 CORONADO LANE","","LYNCHBURG","VA","24502","U","Y","REP","Q","","","","1583200173263144178","6TH CONGRESSIONAL DISTRICT REPUBLICAN FEDERAL COMMITTEE","REP","Committee","C00005801","fec","C00005801"
"C00005926","ILLINOIS REPUBLICAN PARTY - FEDERAL","DIEKELMAN, JUDY A.","PO BOX 64897","","CHICAGO","IL","606640897","U","Y","REP","M","","REPUBLICAN NATIONAL COMMITTEE","","1583200173263566482","ILLINOIS REPUBLICAN PARTY - FEDERAL","REP","Committee","C00005926","fec","C00005926"
"C00006080","AMERICAN HEALTH CARE ASSOCIATION POLITICAL ACTION COMMITTEE","SCALO, PHILIP MR.","PO BOX 75357","","WASHINGTON","DC","20013","B","Q","","M","T","AMERICAN HEALTH CARE ASSOCIATION","","1583200173263944572","AMERICAN HEALTH CARE ASSOCIATION POLITICAL ACTION COMMITTEE","","Committee","C00006080","fec","C00006080"
"C00006486","INDIANA REPUBLICAN STATE COMMITTEE, INC.","WILLIAMS, CHARLES L.","101 WEST OHIO STREET","SUITE 2200","INDIANAPOLIS","IN","46204","U","Y","REP","M","","TEAM HOLCOMB","","1583200173263570637","INDIANA REPUBLICAN STATE COMMITTEE, INC.","REP","Committee","C00006486","fec","C00006486"
"C00007070","TEXAS INSTRUMENTS INCORPORATED POLITICAL ACTION COMMITTEE (TI PAC)","SCHAEFER, VIRGINIA","12500 TI BOULEVARD","MS8656","DALLAS","TX","75374","B","Q","","M","C","TEXAS INSTRUMENTS INCORPORATED","","1583200173264504775","TEXAS INSTRUMENTS INCORPORATED POLITICAL ACTION COMMITTEE (TI PAC)","","Committee","C00007070","fec","C00007070"
"C00007450","AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE","MARTIN, JOSEPH","400 N. CAPITOL ST., NW","SUITE 450","WASHINGTON","DC","200016506","B","Q","","M","M","AMERICAN GAS ASSOCIATION","","1583200173264326538","AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE","","Committee","C00007450","fec","C00007450"
"C00007542","INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS POLITICAL ACTION LEAGUE","POWELL, JOSEPH","1750 NEW YORK AVENUE, NW","SUITE 600","WASHINGTON","DC","200065386","B","Q","","M","L","INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS","","1583200173264804279","INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS POLITICAL ACTION LEAGUE","","Committee","C00007542","fec","C00007542"
"C00007658","DEMOCRATIC PARTY OF SOUTH CAROLINA","GEORGE, VELVA E.","PO BOX 5965","","COLUMBIA","SC","29250","U","Y","DEM","M","","DOLLARS FOR DEMOCRATS","","1583200173264386466","DEMOCRATIC PARTY OF SOUTH CAROLINA","DEM","Committee","C00007658","fec","C00007658"
"C00007666","PREBLE COUNTY DEMOCRATIC CENTRAL COMMITTEE","MR RALPH WOGAMAN, TREASURER","RURAL ROUTE #2","","WEST ALEXANDRIA","OH","45381","U","X","","T","","","","1583200173264622445","PREBLE COUNTY DEMOCRATIC CENTRAL COMMITTEE","","Committee","C00007666","fec","C00007666"
"C00007849","SPEAK UP FOR RURAL ELECTRIFICATION (SURE)","FRANK PAT HARGADON","P.O.BOX 32170","","LOUISVILLE","KY","40232","U","Q","","Q","M","","","1583200173264936811","SPEAK UP FOR RURAL ELECTRIFICATION (SURE)","","Committee","C00007849","fec","C00007849"
"C00007880","CULAC THE PAC OF CREDIT UNION NATIONAL ASSOCIATION","IHRIG, JONATHAN JARED","99 M ST, SE","SUITE 300","WASHINGTON","DC","200033799","B","Q","","M","T","CREDIT UNION NATIONAL ASSOCIATION","","1583200173265798858","CULAC THE PAC OF CREDIT UNION NATIONAL ASSOCIATION","","Committee","C00007880","fec","C00007880"
"C00007898","OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) JB MOSS VOICE OF THE ELECTORATE (VOTE)","MAHONEY, MARY","80 EIGHTH AVENUE, SUITE 610","","NEW YORK","NY","10011","U","Q","UNK","Q","L","","","1583200173265201272","OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) JB MOSS VOICE OF THE ELECTORATE (VOTE)","UNK","Committee","C00007898","fec","C00007898"
"C00007922","LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA) PAC","SABITONI, ARMAND","905 16TH ST., N.W","","WASHINGTON","DC","20006","B","Q","UNK","M","L","LABORERS' INTERNATIONAL UNION OF NORTH AMERICA","","1583200173266354499","LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA) PAC","UNK","Committee","C00007922","fec","C00007922"
"C00007948","WEYERHAEUSER COMPANY POLITICAL ACTION COMMITTEE","SAWIN, KRISTEN H","220 OCCIDENTAL AVE S","","SEATTLE","WA","981043120","B","Q","","M","C","WEYERHAEUSER COMPANY","","1583200173266440518","WEYERHAEUSER COMPANY POLITICAL ACTION COMMITTEE","","Committee","C00007948","fec","C00007948"
"C00008078","OHIO D.R.I.V.E. (DEMOCRATIC  REPUBLICAN INDEPENDENT VOTER EDUCATION  - TEAMSTERS JOINT COUNCIL  #41)","NARDI, NICK","272 WEST MARKET STREET","","AKRON","OH","44303","U","Q","","Q","L","TEAMSTERS JOINT COUNCIL #41","","1583200173266674827","OHIO D.R.I.V.E. (DEMOCRATIC  REPUBLICAN INDEPENDENT VOTER EDUCATION  - TEAMSTERS JOINT COUNCIL  #41)","","Committee","C00008078","fec","C00008078"
"C00008086","MONTANA REPUBLICAN STATE CENTRAL COMMITTEE","HOPKINS, MIKE","PO BOX 935","","HELENA","MT","59624","U","Y","REP","M","","NRSC TARGETED STATE VICTORY","","1583200173266997008","MONTANA REPUBLICAN STATE CENTRAL COMMITTEE","REP","Committee","C00008086","fec","C00008086"
"C00008110","DEMOCRATIC PARTY OF THE SECOND CONGRESSIONAL DISTRICT OF WISCONSIN *","ZACHARY A MADDEN","PO BOX 2532","","MADISON","WI","537012532","U","Y","DEM","Q","","","","1583200173266531268","DEMOCRATIC PARTY OF THE SECOND CONGRESSIONAL DISTRICT OF WISCONSIN *","DEM","Committee","C00008110","fec","C00008110"
"C00008151","FIRST HORIZON NATIONAL CORPORATION FEDERAL PAC","FRANKLIN, DESIREE M.","165 MADISON AVENUE 13TH FLOOR","LEGAL DIVISION","MEMPHIS","TN","38103","U","Q","","Q","C","FIRST HORIZON NATIONAL CORPORATION","","1583200173267786094","FIRST HORIZON NATIONAL CORPORATION FEDERAL PAC","","Committee","C00008151","fec","C00008151"
"C00008169","ACTION COMMITTEE FOR RURAL ELECTRIFICATION/MISSOURI COOPERATIVES (FKA MISSOURI ACRE)","POLLOCK, ZACH","PO BOX 1645","","JEFFERSON CITY","MO","65102","U","Q","","Q","V","ACTION COMMITTEE FOR RURAL ELECTRIFICATION. (ACRE) NATIONAL RURAL ELECTRIC COOPERATIVE","","1583200173267749579","ACTION COMMITTEE FOR RURAL ELECTRIFICATION/MISSOURI COOPERATIVES (FKA MISSOURI ACRE)","","Committee","C00008169","fec","C00008169"
"C00008227","ARIZONA REPUBLICAN PARTY","LETTIERI, BOB","3501 NORTH 24TH STREET","","PHOENIX","AZ","85016","U","Y","REP","M","","WIN IN 2018","","158320017326778","ARIZONA REPUBLICAN PARTY","REP","Committee","C00008227","fec","C00008227"
"C00008268","TRANSPORT WORKERS UNION POLITICAL CONTRIBUTIONS COMMITTEE","LAFRAGOLA, JEROME","501 THIRD ST. NW 9TH FLOOR","","WASHINGTON","DC","20001","B","Q","","M","L","TRANSPORT WORKERS UNION OF AMERICA","","1583200173267930781","TRANSPORT WORKERS UNION POLITICAL CONTRIBUTIONS COMMITTEE","","Committee","C00008268","fec","C00008268"
"C00008409","INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL #302 VOLUNTARY POLITICAL FUND","KONOPASKI, DAREN","18701 120TH AVE NE","","BOTHELL","WA","98011","U","Q","UNK","M","L","INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 302","","158320017326737068","INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL #302 VOLUNTARY POLITICAL FUND","UNK","Committee","C00008409","fec","C00008409"
"C00008474","CITIGROUP INC. POLITICAL ACTION COMMITTEE - FEDERAL (CITIGROUP PAC-FEDERAL)","HART, SARA","1101 PENNSYLVANIA AVENUE NW #1000","","WASHINGTON","DC","20004","B","Q","","M","C","CITIGROUP INC.","","1583200173267119625","CITIGROUP INC. POLITICAL ACTION COMMITTEE - FEDERAL (CITIGROUP PAC-FEDERAL)","","Committee","C00008474","fec","C00008474"
"C00008664","MISSOURI REPUBLICAN STATE COMMITTEE-FEDERAL","THOMAS, PATRICIA","514 E HIGH STREET","SUITE 11","JEFFERSON CITY","MO","651013276","U","Y","REP","M","","BLUNT VICTORY COMMITTEE","","1583200173268395050","MISSOURI REPUBLICAN STATE COMMITTEE-FEDERAL","REP","Committee","C00008664","fec","C00008664"
"C00008748","SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE- FEDERAL","GAO, CHI","488 8TH AVE.","","SAN DIEGO","CA","92101","B","Q","NNE","M","C","","","1583200173268426405","SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE- FEDERAL","NNE","Committee","C00008748","fec","C00008748"
"C00008755","REPUBLICAN PARTY SIXTH CONGRESSIONAL DISTRICT OF WISCONSIN","JOHN WIELAND","1609 W 6TH AVE","","OSHKOSH","WI","54902","U","Y","REP","Q","","","","1583200173268554419","REPUBLICAN PARTY SIXTH CONGRESSIONAL DISTRICT OF WISCONSIN","REP","Committee","C00008755","fec","C00008755"
"C00008839","AMERICAN PODIATRIC MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE","SIMON, JANET DR.","9312 OLD GEORGETOWN ROAD","","BETHESDA","MD","208141698","U","Q","","M","M","AMERICAN PODIATRIC MEDICAL ASSOCIATION, INC.","","1583200173268885919","AMERICAN PODIATRIC MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE","","Committee","C00008839","fec","C00008839"
"C00008896","OPEIU LOCAL 153 VOTE (VOICE OF THE ELECTORATE) COMMITTEE","MYRA HEPBURN","265 WEST 14TH ST.","","NEW YORK","NY","10011","U","Q","","Q","L","","","1583200173268455012","OPEIU LOCAL 153 VOTE (VOICE OF THE ELECTORATE) COMMITTEE","","Committee","C00008896","fec","C00008896"
"C00009282","NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND","VOYACK, FRANK J","ONE CONSTITUTION AVE NE","","WASHINGTON","DC","20002","B","Q","UNK","M","C","NORFOLK SOUTHERN CORPORATION","","1583200173268678923","NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND","UNK","Committee","C00009282","fec","C00009282"
"C00009357","THE RECORDING INDUSTRY ASSOCIATION OF AMERICA, INC. POLITICAL ACTION COMMITTEE","WILLENS, MORNA","1025 F STREET NW","10TH FLOOR","WASHINGTON","DC","20004","B","Q","","Q","T","THE RECORDING INDUSTRY ASSOCIATION OF AMERICA, INC.","","1583200173268486527","THE RECORDING INDUSTRY ASSOCIATION OF AMERICA, INC. POLITICAL ACTION COMMITTEE","","Committee","C00009357","fec","C00009357"
"C00009423","LAND O'LAKES, INC., PAC","STEWART, SHEILAH","P.O. BOX 64101","","ST. PAUL","MN","55164","B","Q","","Q","V","LAND O'LAKES, INC.","","1583200173269300551","LAND O'LAKES, INC., PAC","","Committee","C00009423","fec","C00009423"
"C00009639","TRUIST FINANCIAL CORPORATION FEDERAL STATE & LOCAL POLITICAL ACTION COMMITTEE (FORMERLY SUNTRUST BANKS INC. MAIN STREET BANKERS PAC)","GOLDENBERG, GRANT","1001 SEMMES AVENUE 5TH FLOOR","","RICHMOND","VA","23224","B","Q","NNE","M","C","TRUIST FINANCIAL CORPORATION","","1583200173269186232","TRUIST FINANCIAL CORPORATION FEDERAL STATE & LOCAL POLITICAL ACTION COMMITTEE (FORMERLY SUNTRUST BANKS INC. MAIN STREET BANKERS PAC)","NNE","Committee","C00009639","fec","C00009639"
"C00009704","CONSERVATIVE VICTORY FUND","WINTER, THOMAS S. MR.","4819 C EISENHOWER AVENUE","","ALEXANDRIA","VA","223044832","U","Q","CRV","Q","M","","","158320017326988374","CONSERVATIVE VICTORY FUND","CRV","Committee","C00009704","fec","C00009704"
"C00009795","GREATER WASHINGTON BOARD OF TRADE FEDERAL PAC","DINEGAR, JAMES","1725 I STREET NW SUITE 200","","WASHINGTON","DC","20006","U","Q","NAT","Q","M","THE GREATER WASHINGTON BOARD OF TRADE","","1583200173269919348","GREATER WASHINGTON BOARD OF TRADE FEDERAL PAC","NAT","Committee","C00009795","fec","C00009795"
"C00009845","MONTGOMERY COUNTY DEMOCRATIC CENTRAL COMMITTEE","KUNES, DAVE","3720 FARRAGUT AVE 303","","KENSINGTON","MD","20895","U","Y","DEM","Q","","DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND","","1583200173269482064","MONTGOMERY COUNTY DEMOCRATIC CENTRAL COMMITTEE","DEM","Committee","C00009845","fec","C00009845"
"C00009936","AMERICAN FEDERATION OF GOVT. EMPL. POLITICAL ACTION COMMITTEE","KELLEY, EVERETT MR.","80 F STREET, NW","","WASHINGTON","DC","20001","B","Q","UNK","M","L","AMERICAN FEDERATION OF GOV'T EMPLOYEES","","1583200173269249341","AMERICAN FEDERATION OF GOVT. EMPL. POLITICAL ACTION COMMITTEE","UNK","Committee","C00009936","fec","C00009936"
"C00009985","NATIONAL ASSOCIATION OF BROADCASTERS POLITICAL ACTION COMMITTEE (NABPAC)","LEGEYT, CURTIS MR.","1771 N STREET NW","","WASHINGTON","DC","200362800","B","Q","UNK","M","T","NATIONAL ASSOCIATION OF BROADCASTERS","","1583200173270260971","NATIONAL ASSOCIATION OF BROADCASTERS POLITICAL ACTION COMMITTEE (NABPAC)","UNK","Committee","C00009985","fec","C00009985"
"C00010033","MONTANA DEMOCRATIC PARTY","LUCKEY, SANDI","PO BOX 802","","HELENA","MT","59624","U","Y","DEM","M","","TESTER VICTORY FUND","","1583200173270281831","MONTANA DEMOCRATIC PARTY","DEM","Committee","C00010033","fec","C00010033"
"C00010082","NCTA - THE INTERNET AND TELEVISION ASSOCIATION POLITICAL ACTION COMMITTEE (NCTA PAC)","GROSS, KENNETH A.","25 MASSACHUSETTS AVENUE, NW #100","","WASHINGTON","DC","20001","B","Q","","M","T","","","1583200173270111584","NCTA - THE INTERNET AND TELEVISION ASSOCIATION POLITICAL ACTION COMMITTEE (NCTA PAC)","","Committee","C00010082","fec","C00010082"
"C00010124","ASSOCIATED EQUIPMENT DISTRIBUTORS POLITICAL ACTION COMMITTEE","FISHER, DANIEL MR.","650 E ALGONQUIN RD.","STE 305","SCHAUMBURG","IL","60173","B","Q","UNK","M","T","ASSOCIATED EQUIPMENT DISTRIBUTORS","","1583200173270706480","ASSOCIATED EQUIPMENT DISTRIBUTORS POLITICAL ACTION COMMITTEE","UNK","Committee","C00010124","fec","C00010124"
"C00010322","AMERICAN POSTAL WORKERS UNION COMMITTEE ON POLITICAL ACTION","ELIZABETH POWELL","1300 L STREET NW","","WASHINGTON","DC","20005","U","W","","Q","","","","1583200173270271044","AMERICAN POSTAL WORKERS UNION COMMITTEE ON POLITICAL ACTION","","Committee","C00010322","fec","C00010322"
"C00010363","CONSERVATIVE LEADERSHIP POLITICAL ACTION COMMITTEE","FENNER, DAVID","3128 N. 17TH STREET","","ARLINGTON","VA","22201","U","Q","","Q","M","","","1583200173270550918","CONSERVATIVE LEADERSHIP POLITICAL ACTION COMMITTEE","","Committee","C00010363","fec","C00010363"
"C00010421","ASSOCIATED BUILDERS AND CONTRACTORS, INC. POLITICAL ACTION COMMITTEE (ABC PAC)","SWEARINGEN YORK, KRISTEN","440 FIRST STREET NW","SUITE 200","WASHINGTON","DC","20001","B","Q","UNK","M","T","","","1583200173270967755","ASSOCIATED BUILDERS AND CONTRACTORS, INC. POLITICAL ACTION COMMITTEE (ABC PAC)","UNK","Committee","C00010421","fec","C00010421"
"C00010439","IDAHO STATE DEMOCRATIC PARTY","BOYNTON BROWN, SALLY","P O BOX 445","","BOISE","ID","83701","U","Y","DEM","M","","DOLLARS FOR DEMOCRATS","","1583200173270823590","IDAHO STATE DEMOCRATIC PARTY","DEM","Committee","C00010439","fec","C00010439"
"C00010470","UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT","BOLIN JR., PRENTISS W. MR.","700 13TH STREET NW, SUITE 350","","WASHINGTON","DC","20005","B","Q","UNK","M","C","UNION PACIFIC CORPORATION","","1583200173271280206","UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT","UNK","Committee","C00010470","fec","C00010470"
"C00010520","MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT","SLUSARK, ART","1716 LOCUST STREET","","DES MOINES","IA","50309","B","Q","NNE","Q","C","MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT","","158320017327150573","MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT","NNE","Committee","C00010520","fec","C00010520"
"C00010561","KANSAS ACTION COMMITTEE FOR RURAL ELECTRIFICATION","KIRK A THOMPSON","509 EAST CARTHAGE","PO BOX 790","MEADE","KS","67864","U","Q","","Q","T","","","1583200173271699345","KANSAS ACTION COMMITTEE FOR RURAL ELECTRIFICATION","","Committee","C00010561","fec","C00010561"
"C00010603","DNC SERVICES CORP./DEM. NAT'L COMMITTEE","WILLIAM Q. DERROUGH","430 SOUTH CAPITOL STREET SE","","WASHINGTON","DC","20003","U","Y","DEM","M","","","","1583200173271279101","DNC SERVICES CORP./DEM. NAT'L COMMITTEE","DEM","Committee","C00010603","fec","C00010603"
"C00010793","THE LOOSE GROUP","WHELCHEL, E. JOHN MR.","4279 ROSWELL ROAD NE","SUITE 208-192","ATLANTA","GA","30342","U","Q","NAT","M","M","","","1583200173271984201","THE LOOSE GROUP","NAT","Committee","C00010793","fec","C00010793"
"C00010868","AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC)","PUGH, JENNIFER MS.","1015 15TH STREET NW","SUITE 800","WASHINGTON","DC","20005","B","Q","UNK","M","T","AMERICAN COUNCIL OF ENGINEERING COMPANIES","","1583200173271402694","AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC)","UNK","Committee","C00010868","fec","C00010868"
"C00010876","TEAMSTERS UNION LOCAL #115 POLITICAL ACTION FUND (AKA DRIVE-LOCAL NO. 115)","REILLY, SHANE","10965 DECATUR ROAD","","PHILADELPHIA","PA","191543210","U","Q","","Q","L","TEAMSTERS UNION LOCAL NO. 115","","158320017327242551","TEAMSTERS UNION LOCAL #115 POLITICAL ACTION FUND (AKA DRIVE-LOCAL NO. 115)","","Committee","C00010876","fec","C00010876"
"C00010983","JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE","ADAMS, JANE MS.","1350 I STREET NW SUITE 1210","","WASHINGTON","DC","20005","B","Q","","M","C","","","1583200173272796616","JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE","","Committee","C00010983","fec","C00010983"
"C00011114","AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E","MCBRIDE, ELISSA","1625 L STREET NW","","WASHINGTON","DC","20036","B","Q","UNK","M","L","DISTRICT COUNCIL 37, AFSCME PUBLIC EMPLOYEES ORGANIZED FOR POL & LEG EQUALITY","","1583200173272613787","AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E","UNK","Committee","C00011114","fec","C00011114"
"C00011197","KENTUCKY STATE DEMOCRATIC CENTRAL EXECUTIVE COMMITTEE","KARNS, M. MELINDA","PO BOX 694","","FRANKFORT","KY","40602","U","Y","DEM","M","","NONE","","1583200173272439281","KENTUCKY STATE DEMOCRATIC CENTRAL EXECUTIVE COMMITTEE","DEM","Committee","C00011197","fec","C00011197"
"C00011239","ROCHESTER REGIONAL JOIN BOARD UNITE HERE POLITICAL EDUCATION COMMITTEE","CHRISTOPHER T FERRITER","750 EAST AVE.","","ROCHESTER","NY","14607","U","Q","","T","L","UNITE HERE TIP CAMPAIGN COMMITTEE","","1583200173272897388","ROCHESTER REGIONAL JOIN BOARD UNITE HERE POLITICAL EDUCATION COMMITTEE","","Committee","C00011239","fec","C00011239"
"C00011262","BROTHERHOOD OF RAILROAD SIGNALMEN POLITICAL ACTION COMMITTEE","BALDWIN, MIKE S","917 SHENANDOAH SHORES ROAD","","FRONT ROYAL","VA","22630","B","Q","UNK","M","L","BROTHERHOOD OF RAILROAD SIGNALMEN","","1583200173272902444","BROTHERHOOD OF RAILROAD SIGNALMEN POLITICAL ACTION COMMITTEE","UNK","Committee","C00011262","fec","C00011262"
"C00011338","SAILORS' POLITICAL FUND (FKA) SAILORS' UNION OF THE PACIFIC POLITICAL FUND, DON, DON","GUNNAR LUNDEBERG","450 HARRISON ST.","","SAN FRANCISCO","CA","94105","U","Q","","Q","L","","","1583200173272120549","SAILORS' POLITICAL FUND (FKA) SAILORS' UNION OF THE PACIFIC POLITICAL FUND, DON, DON","","Committee","C00011338","fec","C00011338"
"C00011544","OHIO DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE","FEATHERINGHAM, DALE ANNE DR.","1370 DUBLIN ROAD","","COLUMBUS","OH","43215","U","Q","","Q","T","OHIO DENTAL ASSOCIATION","","158320017327294038","OHIO DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE","","Committee","C00011544","fec","C00011544"
"C00011627","MINNESOTA BANKERS POLITICAL ACTION COMMITTEE","THERESE KUVAAS","8050 WASHINGTON AVENUE SOUTH","SUITE 200","EDEN PRAIRIE","MN","55344","U","Q","","Q","T","","","1583200173273534818","MINNESOTA BANKERS POLITICAL ACTION COMMITTEE","","Committee","C00011627","fec","C00011627"
"C00011643","IMPERIAL COUNTY REPUBLICAN PARTY (FED)","MORRIS, SAYRS","2307 E  US HIGHWAY 98","","HOLTVILLE","CA","922509543","U","Y","REP","M","","NONE","","1583200173273472570","IMPERIAL COUNTY REPUBLICAN PARTY (FED)","REP","Committee","C00011643","fec","C00011643"
"C00011767","PAC INTERNATIONAL UNION SECURITY POLICE FIRE PROFESSIONALS OF AMERICA (SPFPA)","EAGLE, DONALD W","25510 KELLY  ROAD","","ROSEVILLE","MI","48066","U","N","UNK","Q","L","INTERNATIONAL UNION SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)","","1583200173273507866","PAC INTERNATIONAL UNION SECURITY POLICE FIRE PROFESSIONALS OF AMERICA (SPFPA)","UNK","Committee","C00011767","fec","C00011767"
"C00012211","NORTH CAROLINA DENTAL SOCIETY PAC","BROWN, EVELYN M. DR.","1600 EVANS ROAD","","CARY","NC","27513","U","Q","","Q","M","NORTH CAROLINA DENTAL SOCIETY","","1583200173274991066","NORTH CAROLINA DENTAL SOCIETY PAC","","Committee","C00012211","fec","C00012211"
"C00012229","ALASKANS FOR DON YOUNG","BOYLES, RHONDA","2504 FAIRBANKS ST","","ANCHORAGE","AK","995032822","P","H","REP","Q","","TAKE BACK THE HOUSE 2020","H6AK00045","158320017327472912","ALASKANS FOR DON YOUNG","REP","Committee","C00012229","fec","C00012229"
"C00012245","UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC)","DYRVIK, PER","600 WASHINGTON BOULEVARD","C/O PER DYRVIK","STAMFORD","CT","06901","B","Q","","M","C","UBS AMERICAS INC.","","158320017327492089","UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC)","","Committee","C00012245","fec","C00012245"
"C00012310","BLACK & VEATCH POLITICAL ACTION COMMITTEE (BLACK & VEATCH PAC)","SHAW, STUART","11401 LAMAR AVE","","OVERLAND PARK","KS","662111508","B","Q","UNK","Q","C","BLACK & VEATCH","","1583200173274815241","BLACK & VEATCH POLITICAL ACTION COMMITTEE (BLACK & VEATCH PAC)","UNK","Committee","C00012310","fec","C00012310"
